'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858604 conv_key=jwt_leg_caoyunxiang_53530210 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858605 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858608 conv_key=jwt_leg_caoyunxiang_53530210 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858641 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858662 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858694 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858712 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858730 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858735 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858737 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858792 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858802 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858814 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858828 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858836 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858842 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858849 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858859 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858867 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858868 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858876 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858898 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858905 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858912 conv_key=jwt_leg_caoyunxiang_045ee3d4 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858985 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787858997 conv_key=jwt_leg_caoyunxiang_7ae27bef legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859030 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859032 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859035 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859037 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859042 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Bernard-Prod', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859045 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859050 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859056 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859063 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859070 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859098 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859107 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859123 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859142 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859154 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859162 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859168 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859187 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859201 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859249 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859288 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859319 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859328 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859329 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859335 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859342 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787922947, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859350 conv_key=jwt_leg_caoyunxiang_40bfefa9 legid={'authority': 'TCE', 'expireTime': 1787923037, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed03', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859393 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787922877, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed01', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
1787859397 conv_key=jwt_leg_caoyunxiang_c852e1e5 legid={'authority': 'TCE', 'expireTime': 1787920288, 'extension': {'cluster_name': 'kitex_ide', 'idc': 'MY2', 'logical_cluster': 'default', 'physical_cluster': 'Fed02', 'service_type': 'app_engine', 'zone': 'Singapore-Central'}, 'primaryAuthType': 'psm', 'psm': 'flow.ide.copilot', 'user': 'caoyunxiang', 'version': 0}
